"subject" "activity" "dataFeatures" "NA"
25 0.27963844 4 -0.018563739
25 0.27965294 5 -0.027331326
25 0.27966961 5 -0.016972784
25 0.27971673 5 -0.01700738
25 0.27974046 4 -0.016490963
25 0.27980363 4 -0.01799854
25 0.27980996 4 -0.017766423
25 0.27986841 5 -0.028163576
25 0.27998734 4 -0.01821607
25 0.27998921 4 -0.017226046
25 0.27999614 5 -0.021338367
25 0.28019741 5 -0.013615076
25 0.28022736 5 -0.019452014
25 0.28024137 5 -0.012643278
25 0.28045035 5 -0.0081504892
25 0.28046482 1 -0.021740358
25 0.2807534 6 -0.018151602
25 0.28078495 5 -0.014031139
25 0.28084066 4 -0.018084694
25 0.28093824 6 -0.018668652
25 0.28095758 5 -0.014765841
25 0.28109878 4 -0.017837572
25 0.28130582 5 -0.0045117705
25 0.28168012 5 -0.017040188
25 0.28171592 5 -0.0081363816
25 0.28183863 4 -0.020046091
25 0.2818431 5 -0.013648654
25 0.28209644 2 -0.022131661
25 0.28234649 4 0.074466573
25 0.28241615 1 -0.033102689
25 0.28251858 1 -0.018264374
25 0.28284271 1 -0.019811915
25 0.28286723 5 -0.01792959
25 0.2828946 6 -0.020222852
25 0.28302929 5 -0.0057340017
25 0.28308142 6 -0.0043834849
25 0.2832873 4 -0.018723915
25 0.28329878 4 -0.01880162
25 0.28346177 4 -0.019303128
25 0.28357559 1 -0.026609407
25 0.28375569 1 -0.0048342698
25 0.28379733 4 -0.029941242
25 0.28380332 1 -0.0043445043
25 0.28479061 1 -0.018215661
25 0.28488521 1 -0.0066512325
25 0.2851151 4 -0.095118399
25 0.28532495 1 0.026691321
25 0.28545174 4 -0.016720754
25 0.28560876 6 -0.017265172
25 0.28571747 5 -0.021642599
25 0.28596459 2 -0.010670914
25 0.28601661 5 -0.0171704
25 0.28602599 4 -0.021557751
25 0.2861412 5 -0.014982004
25 0.28626107 6 -0.016535772
25 0.28679242 1 -0.010171132
25 0.28730205 1 -0.06304186
25 0.28776558 2 -0.0073310276
25 0.28810494 2 -0.034742491
25 0.28830129 5 -0.0057032042
25 0.28847554 5 -0.018693689
25 0.28865803 5 -0.034468681
25 0.28871201 6 -0.026788166
25 0.28912014 1 -0.0048805158
25 0.2891828 3 -0.049248442
25 0.28933254 1 -0.020891843
25 0.28939942 1 -0.020909683
25 0.29130294 2 -0.023484333
25 0.29145003 1 -0.033191418
25 0.29177987 2 -0.013030851
25 0.29221832 1 -0.026287125
25 0.29235377 3 -0.0059714394
25 0.29265199 1 -0.03215862
25 0.29280835 1 -0.030400144
25 0.29348903 1 -0.036810111
25 0.29367439 2 0.018848808
25 0.29381179 4 -0.034171313
25 0.29384982 6 -0.017134702
25 0.29394596 1 -0.018341179
25 0.2941246 2 0.0048899058
25 0.29439879 1 -0.045618424
25 0.29439995 2 -0.0027967262
25 0.29454062 2 -0.060911891
25 0.29478987 3 -0.00070039709
25 0.29588117 6 0.03052496
25 0.29594207 3 -0.025156925
25 0.29764598 2 -0.057701874
25 0.29781896 3 -0.044427557
25 0.29807607 5 -0.026512385
25 0.29831802 2 -0.066745179
25 0.29974482 3 -0.024899143
25 0.30219488 1 -0.035911861
25 0.30245896 1 -0.0017903574
25 0.30273505 1 -0.024267571
25 0.30326901 3 0.014047691
25 0.30375057 1 -0.020488385
25 0.30376839 6 0.02476752
25 0.30415309 2 -0.087978364
25 0.30485751 5 -0.020151674
25 0.30520853 2 0.0088956993
25 0.30528974 3 -0.042040138
25 0.30580534 2 -0.03501826
25 0.3064454 1 -0.01997098
25 0.30900325 1 -0.019571057
25 0.30992858 1 -0.029529603
25 0.31051847 2 -0.029822709
25 0.31074181 3 -0.038370309
25 0.31145575 2 -0.011981622
25 0.31169175 1 -0.0016084205
25 0.31312727 1 -0.0594163
25 0.31336262 1 -0.030124883
25 0.31361342 1 -0.023595062
25 0.31474427 3 -0.0077888803
25 0.31529948 3 0.002541936
25 0.31531412 6 0.34350093
25 0.31608142 3 -0.0095975294
25 0.31609251 2 -0.058186502
25 0.31750148 1 -0.02399614
25 0.31802397 3 -0.052695467
25 0.32000909 3 -0.032669231
25 0.32002888 3 -0.01126124
25 0.32083019 1 -0.0050769766
25 0.32111624 2 -0.062431089
25 0.32176113 2 -0.039521413
25 0.32199603 1 -0.020679894
25 0.32211275 3 -0.020270849
25 0.32372252 1 -0.012326033
25 0.3238528 2 0.0092254235
25 0.32410462 6 0.018560789
25 0.32587361 6 -0.086018153
25 0.32675556 2 0.0008053133
25 0.32833736 2 -0.0065523296
25 0.32851641 3 0.002698258
25 0.32876118 3 -0.019217291
25 0.33079431 2 -0.0065355298
25 0.33520902 3 -0.040932391
25 0.33529283 3 -0.033072599
25 0.338339 1 -0.015703278
25 0.33852077 1 -0.0038764932
25 0.3428914 2 -0.0046455514
25 0.34474892 2 -0.042434394
25 0.34554434 3 -0.017590074
25 0.34623964 3 -0.037079953
25 0.34817123 3 -0.035688316
25 0.35006469 2 -0.043108659
25 0.35836567 2 -0.019033582
25 0.36273794 6 0.021303978
25 0.36549666 3 -0.012770844
25 0.36638659 3 -0.023283884
25 0.36647445 2 -0.00088890738
25 0.36759717 3 -0.03091132
25 0.3688753 6 -0.026982254
25 0.37244226 4 -0.015370622
25 0.37549493 2 0.027352995
25 0.37551782 6 -0.0083783183
25 0.38073476 2 -0.073004513
25 0.38180949 2 0.014971183
25 0.38286358 3 -0.037715039
25 0.38458802 3 -0.027402168
25 0.38489459 3 -0.016485915
25 0.38956886 2 -0.023515086
25 0.39312217 3 -0.0074153107
25 0.40038284 6 0.053103342
25 0.40041796 2 -0.032814262
25 0.40295503 3 -0.039178523
25 0.40336324 3 -0.03548493
25 0.40884091 3 0.055474851
25 0.41062778 3 -0.079241685
25 0.42419327 2 -0.019382569
25 0.43181748 3 0.032455631
25 0.43241129 6 0.019965604
25 0.44870604 6 0.23820431
25 0.45022731 6 0.44923424
25 0.45360169 6 0.11946505
25 0.47740211 6 0.35961923
25 0.48826817 6 -0.0054559135
25 0.50381064 6 -0.54431352
25 0.54386867 6 0.37329271
25 0.56380647 6 0.0474315
25 0.63262707 6 1
25 0.6802662 6 0.59451302
25 0.69276103 6 0.064792048
25 1 6 0.53581987
26 -0.41265906 4 0.25335327
26 -0.10513023 4 0.16459935
26 -0.029617097 4 0.092893441
26 0.0011888261 6 -0.055203885
26 0.042405499 6 -0.036058346
26 0.09719029 4 0.23485426
26 0.10777805 6 -0.056986
26 0.11344723 3 -0.032818187
26 0.11459357 3 -0.036874003
26 0.13352938 3 -0.010326368
26 0.14976175 3 0.013895937
26 0.16240781 4 0.036141238
26 0.16393082 2 -0.018990186
26 0.16867959 1 -0.0055778879
26 0.16982864 3 -0.0092458616
26 0.1698748 3 -0.0076362457
26 0.17198007 3 -0.033992099
26 0.1815036 2 -0.094074089
26 0.18258296 2 -0.023677917
26 0.19495805 1 -0.024541341
26 0.19506298 3 0.018972534
26 0.19831991 3 -0.03068847
26 0.1997558 2 -0.05445027
26 0.20041462 3 -0.0094216857
26 0.20235118 1 -0.021717441
26 0.20351471 1 -0.0016889869
26 0.20583007 2 0.015098379
26 0.20597918 1 -0.0034817461
26 0.20797202 1 -0.016082028
26 0.20925541 2 -0.04708632
26 0.21308878 1 0.0032852179
26 0.21352791 1 0.029321291
26 0.21406541 2 -0.036562472
26 0.21540756 1 -0.02063626
26 0.21597598 1 0.010723857
26 0.21653358 1 -0.020932733
26 0.21663814 1 0.006924456
26 0.21665108 2 0.00089767631
26 0.22043468 1 -0.012458349
26 0.22173861 3 -0.0205385
26 0.22252458 2 -0.088415114
26 0.22373009 1 -0.048262962
26 0.22559084 1 -0.016517175
26 0.2257789 2 -0.0057465491
26 0.22635593 2 -0.033458889
26 0.23141462 1 -0.017722438
26 0.2344213 3 -0.013441331
26 0.23454933 3 -0.011754124
26 0.23504302 1 0.018648133
26 0.23645585 2 -0.021251189
26 0.23648675 1 -0.021241181
26 0.23707985 1 -0.016150603
26 0.24019757 3 -0.024645961
26 0.24092822 2 -0.029908731
26 0.24180418 3 -0.03411273
26 0.24200493 1 -0.0090300405
26 0.2432451 2 -0.017656706
26 0.24416071 1 -0.0070553264
26 0.24443196 3 -0.039877844
26 0.24579631 2 -0.010874058
26 0.2460738 3 -0.010777118
26 0.24628836 1 -0.023888053
26 0.2473319 3 -0.012025278
26 0.24750568 2 -0.0028257327
26 0.24808854 2 -0.036201889
26 0.2487058 2 0.0054485773
26 0.24910698 3 -0.023016994
26 0.24989914 3 -0.035193513
26 0.25005143 1 -0.026486937
26 0.25257163 2 -0.020583494
26 0.25317979 6 -0.018023849
26 0.25360708 6 -0.014968674
26 0.2537673 1 -0.016602346
26 0.25377074 2 -0.012093486
26 0.25411683 3 -0.032885355
26 0.25466219 4 -0.00073234366
26 0.25494199 2 -0.041256912
26 0.2564575 3 -0.029575517
26 0.25692147 1 -0.026814221
26 0.25739351 6 -0.013051668
26 0.25774313 6 -0.016918232
26 0.25776743 2 -0.016345321
26 0.25794965 6 -0.021725673
26 0.25819362 6 -0.01745417
26 0.25892099 2 -0.025967425
26 0.25907798 6 -0.016356996
26 0.25915263 2 0.017585122
26 0.25987278 6 -0.015972179
26 0.2610487 2 -0.027442861
26 0.26190329 4 -0.023613862
26 0.26320657 4 0.0075271768
26 0.26383089 3 -0.0079250157
26 0.26383385 6 -0.019790692
26 0.2640154 2 0.038841572
26 0.26471073 4 -0.0085731259
26 0.26472423 3 0.018785412
26 0.26492058 6 -0.019085455
26 0.2650999 2 -0.090490742
26 0.26562266 3 -0.029356702
26 0.26612465 1 -0.0062777566
26 0.26643709 2 -0.037024605
26 0.26657145 6 -0.017296225
26 0.26712342 6 -0.015706796
26 0.26753816 6 -0.018804071
26 0.26756776 4 -0.015712211
26 0.26769221 1 0.01332047
26 0.26846936 6 -0.017793154
26 0.26853036 4 -0.013769376
26 0.26870108 6 -0.020121625
26 0.26884023 5 -0.031632779
26 0.26933445 1 -0.018940899
26 0.26941352 6 -0.017929378
26 0.26949979 6 -0.016006186
26 0.26969574 4 -0.010298277
26 0.26982789 6 -0.019863356
26 0.26982823 6 -0.015989244
26 0.26987496 3 -0.032744771
26 0.27035064 6 -0.016339299
26 0.27040179 4 -0.015466775
26 0.27043102 4 -0.017142291
26 0.27136009 2 -0.038807329
26 0.27202314 4 -0.016074901
26 0.27206634 2 -0.027492256
26 0.27209328 5 -0.024768809
26 0.27210058 6 -0.017767756
26 0.27232371 6 -0.016754799
26 0.27244081 5 -0.026009078
26 0.27248048 4 -0.015333179
26 0.27263076 6 -0.01843186
26 0.27280348 6 -0.016539385
26 0.27313913 4 -0.013301486
26 0.27315947 1 -0.018217586
26 0.27320521 6 -0.015560013
26 0.27321471 6 -0.017626207
26 0.27347728 2 -0.041434551
26 0.27370937 5 0.0091021331
26 0.27382958 5 -0.023525126
26 0.27388636 1 0.0057753351
26 0.27392165 4 -0.015108052
26 0.27394843 4 -0.018375392
26 0.27397154 4 -0.016852383
26 0.27408757 5 -0.0058922452
26 0.27410183 2 -0.026848494
26 0.27427797 4 -0.01296888
26 0.27428507 3 0.0021152165
26 0.27452537 6 -0.017743872
26 0.27465979 4 -0.023181984
26 0.27471289 5 -0.026895825
26 0.27472052 6 -0.017576156
26 0.27479957 4 -0.015853526
26 0.27491351 6 -0.016951764
26 0.2750905 6 -0.014936766
26 0.27513032 4 -0.016150684
26 0.27516219 4 -0.015448904
26 0.27522634 4 -0.015737685
26 0.27533571 5 -0.060845959
26 0.27537606 1 0.013442795
26 0.27543932 4 -0.017324385
26 0.27547139 4 -0.012226367
26 0.27560779 5 -0.006746452
26 0.27561366 4 -0.0098049844
26 0.27566712 5 -0.024430934
26 0.27581779 6 -0.018541933
26 0.27587733 6 -0.016443211
26 0.27592154 6 -0.017219774
26 0.27601027 4 -0.020711624
26 0.27608807 4 -0.01695342
26 0.27615538 5 -0.0077447464
26 0.27624818 5 -0.011081856
26 0.27625659 5 -0.016113235
26 0.27636976 5 -0.033720421
26 0.27637538 5 -0.021451601
26 0.27641656 2 -0.017275665
26 0.27652813 4 -0.016754154
26 0.27653378 5 -0.010439569
26 0.27653405 5 -0.019169374
26 0.27654332 5 -0.020650204
26 0.27668269 5 -0.025099512
26 0.27672055 5 -0.02518199
26 0.27673141 4 -0.018281202
26 0.2767572 5 -0.0090286083
26 0.27681969 4 -0.017062161
26 0.27682342 5 -0.021037708
26 0.27695015 5 -0.032315093
26 0.27698134 5 -0.020475125
26 0.27713723 5 -0.017659284
26 0.27715348 4 -0.016434366
26 0.2771858 4 -0.017542121
26 0.27728132 5 -0.016017254
26 0.27728542 5 -0.024693719
26 0.27735124 6 -0.017135021
26 0.27744406 5 -0.018081268
26 0.27749279 5 -0.021679465
26 0.27761078 3 0.012051747
26 0.27764316 5 -0.010268025
26 0.27764618 5 -0.01180609
26 0.27771036 4 -0.01792587
26 0.27771196 5 -0.013600536
26 0.27772008 4 -0.016286482
26 0.27773115 4 -0.016288294
26 0.27774687 4 -0.011657392
26 0.27777996 5 -0.016646326
26 0.2777969 5 -0.018762326
26 0.27781441 2 -0.025121911
26 0.27783561 5 -0.018590572
26 0.27783963 4 -0.01791803
26 0.27784582 6 -0.01556039
26 0.27789082 5 -0.021137355
26 0.27789387 5 -0.015032385
26 0.2778969 6 -0.016941377
26 0.27795294 5 -0.030306528
26 0.2779903 5 -0.01383186
26 0.27801052 5 -0.022789622
26 0.27806557 2 0.0070392703
26 0.27811232 4 -0.01787208
26 0.27812467 1 -0.022237917
26 0.27825154 5 -0.027559971
26 0.27828883 4 -0.017763547
26 0.27829783 5 -0.020094049
26 0.27851535 5 -0.014855072
26 0.27851605 4 -0.017021777
26 0.27856116 5 -0.027364678
26 0.27858771 6 -0.017509379
26 0.27859895 1 -0.047461038
26 0.2786005 4 -0.016269593
26 0.27861114 6 -0.01673945
26 0.27869615 5 -0.029580205
26 0.27872068 5 -0.014199204
26 0.27874754 4 -0.017164416
26 0.27879965 4 -0.017036644
26 0.27882845 4 -0.017243836
26 0.27889634 4 -0.018895924
26 0.27897343 5 -0.00091809043
26 0.27905769 6 -0.017258315
26 0.27908612 5 -0.018875683
26 0.27915454 5 -0.014541079
26 0.27915504 4 -0.017104856
26 0.27922671 6 -0.016572731
26 0.27925948 5 -0.019001955
26 0.27926262 5 -0.0079196516
26 0.27933779 5 -0.044634528
26 0.27948051 6 -0.019597446
26 0.2795014 5 -0.01624828
26 0.27958705 6 -0.018692952
26 0.27961728 4 -0.016751729
26 0.27966479 5 -0.01616842
26 0.279677 5 -0.0077615265
26 0.27970801 5 -0.0097272564
26 0.27972842 4 -0.016532189
26 0.27990714 5 -0.014992022
26 0.27992761 4 -0.014829109
26 0.28002999 5 -0.0095438517
26 0.28008096 4 -0.016101693
26 0.28016885 5 -0.010885812
26 0.28022173 4 -0.017533431
26 0.28033678 4 -0.017458931
26 0.28036213 3 0.044646194
26 0.28041987 6 -0.017316989
26 0.2804472 6 -0.01659485
26 0.28044809 4 -0.010377825
26 0.28046557 5 -0.016804239
26 0.28060428 5 -0.013734178
26 0.28062643 6 -0.018146405
26 0.28075789 4 -0.017220729
26 0.28080589 4 -0.019976426
26 0.28092202 5 -0.019643146
26 0.28121704 5 -0.037326404
26 0.28133378 5 -0.017197555
26 0.28171967 6 -0.015969608
26 0.28173331 4 -0.018087884
26 0.28183159 4 -0.016897823
26 0.28184389 5 -0.0090636275
26 0.28185283 2 -0.029812649
26 0.282304 4 -0.0018643375
26 0.2826343 6 -0.017520854
26 0.28287454 6 -0.017363746
26 0.28290967 5 -0.028870275
26 0.28293083 4 -0.048691415
26 0.28302666 6 -0.016239349
26 0.28314511 6 -0.015784746
26 0.2833279 4 -0.018317015
26 0.28344079 6 -0.017606026
26 0.28374864 5 0.0060372871
26 0.28425088 2 -0.029051992
26 0.28450293 4 -0.0097268186
26 0.28454319 4 -0.017181721
26 0.28476447 5 -0.040229179
26 0.2848491 4 -0.01803232
26 0.28510064 5 -0.030014325
26 0.28515484 4 -0.024086995
26 0.2854752 1 0.029078952
26 0.28549068 6 -0.016785199
26 0.28579402 6 -0.018102459
26 0.28588535 4 -0.026719988
26 0.28591655 6 -0.018341733
26 0.28623508 6 -0.018232919
26 0.28641886 6 -0.017662069
26 0.28666461 4 -0.018774546
26 0.28680028 6 -0.017174463
26 0.28684108 6 -0.015878034
26 0.28690087 4 -0.02722161
26 0.28710859 4 -0.020475599
26 0.28732066 5 0.0067540826
26 0.28765873 5 -0.053206274
26 0.28770611 6 -0.019101975
26 0.28797961 1 0.018490927
26 0.28802193 4 -0.014040292
26 0.28802958 6 -0.017440287
26 0.28844145 5 -0.033906824
26 0.2888771 4 -0.022709174
26 0.28904917 4 -0.016568813
26 0.28921455 3 -0.028668394
26 0.2897438 3 0.045130889
26 0.28982886 6 -0.015977239
26 0.2898574 6 -0.017647193
26 0.29067971 2 -0.0084562609
26 0.29133628 6 -0.017489808
26 0.29145063 2 -0.0055032593
26 0.29189435 6 -0.017392042
26 0.29196397 6 -0.018795559
26 0.29231639 6 -0.01662567
26 0.29240628 1 0.0098100114
26 0.29285649 3 -0.017213002
26 0.29395283 2 -0.0076246691
26 0.29641997 4 -0.034626305
26 0.29761566 6 -0.01925667
26 0.29904258 1 -0.029227362
26 0.29930636 1 -0.014089703
26 0.29948393 3 0.019522777
26 0.30217697 3 0.023015567
26 0.30290607 3 -0.017862752
26 0.30491847 1 0.011457414
26 0.30614687 3 -0.027940069
26 0.30727092 2 -0.046922794
26 0.30929725 1 0.014488168
26 0.309568 2 -0.054696771
26 0.31040494 3 -0.0034046641
26 0.31120947 1 -0.032344651
26 0.31506873 2 -0.069026023
26 0.31540464 2 -0.062240555
26 0.31564589 6 -0.012715696
26 0.31757045 1 -0.047242956
26 0.31975061 1 -0.042724097
26 0.32039483 2 -0.0048781831
26 0.32129414 6 -0.051813142
26 0.32420235 6 -0.0175009
26 0.32556321 4 -0.024676187
26 0.32726312 3 -0.037868189
26 0.32754436 1 -0.019413857
26 0.32897631 2 -0.023075781
26 0.32946109 1 -0.033034115
26 0.33008434 2 -0.092868058
26 0.33119481 1 -0.006671898
26 0.33149348 6 -0.02090848
26 0.33406697 2 -0.037948198
26 0.33411066 2 -0.041902829
26 0.33466577 1 -0.028152824
26 0.33585768 5 0.1011854
26 0.33646583 3 -9.9407189e-05
26 0.33697412 1 -0.037837015
26 0.33778522 2 -0.027427008
26 0.33858148 1 -0.044624918
26 0.33912109 2 -0.01023529
26 0.33979893 6 -0.012365006
26 0.33985037 1 -0.0427826
26 0.34501515 1 -0.03274426
26 0.34714807 1 -0.029465878
26 0.34836527 3 0.061672977
26 0.34931593 2 -0.049319901
26 0.35260091 1 -0.023253255
26 0.35498332 1 -0.02640789
26 0.35501353 6 -0.033112707
26 0.35639571 2 -0.0041805854
26 0.3666594 3 -0.030594267
26 0.36946023 3 -0.021635322
26 0.37068973 1 -0.037571636
26 0.37300026 1 -0.020396329
26 0.37520156 2 -0.036118138
26 0.38362647 4 -0.12107333
26 0.38810399 1 -0.041502947
26 0.39833661 3 -0.0045798084
26 0.3987336 3 -0.060722263
26 0.4036706 3 0.0058776602
26 0.40524203 1 -0.015203425
26 0.41469289 1 -0.020183722
26 0.41540111 3 -0.0092665607
26 0.41805178 3 -0.034006051
26 0.4232693 3 -0.02270061
26 0.42538905 5 0.064045854
26 0.42708627 2 -0.023242374
26 0.42925386 3 -0.022337621
26 0.50311204 3 -0.02920474
27 0.10481167 4 0.051003007
27 0.11169003 2 0.010050403
27 0.1235127 3 -0.017160201
27 0.13267581 2 -0.049130046
27 0.1334979 4 0.040649177
27 0.15172996 3 0.025405834
27 0.15560717 3 -0.001955237
27 0.16007475 3 -0.010388948
27 0.16168791 3 -0.015841393
27 0.16608325 6 -0.024097511
27 0.1721003 1 -0.011126476
27 0.17466861 1 -0.0083445925
27 0.18402799 1 5.6129351e-06
27 0.18511461 3 -0.016181762
27 0.18773885 2 -0.069862893
27 0.18928225 3 -0.02225391
27 0.19282696 3 -0.058627742
27 0.20000373 2 0.0013893948
27 0.20636437 1 -0.024993883
27 0.2074207 2 -0.01571269
27 0.20780154 6 -0.032264368
27 0.21197591 1 0.0081482373
27 0.21263153 2 -0.012181143
27 0.21474652 2 -0.014121286
27 0.21506183 1 -0.023244915
27 0.21843518 1 -0.0065395063
27 0.21905113 1 0.012745114
27 0.22350925 2 0.0075502748
27 0.22588598 1 -0.001715576
27 0.22608776 2 -0.019072234
27 0.22623871 2 -0.032410699
27 0.22636149 1 -0.0046884578
27 0.22692043 2 -0.0087262534
27 0.2283252 6 -0.029954152
27 0.23035479 6 -0.022498692
27 0.23098736 1 0.0088719087
27 0.23227775 1 -0.005926136
27 0.23291114 2 0.0058393816
27 0.23401302 1 -0.023146642
27 0.23453128 2 -0.0015615131
27 0.23896616 2 -0.01817146
27 0.23989663 2 -0.016917984
27 0.24101818 2 -0.023779213
27 0.24139679 1 -0.039096788
27 0.24177764 3 0.0085681469
27 0.24211245 2 -0.013047394
27 0.24377865 1 -0.0064886127
27 0.24398268 3 -0.0063648349
27 0.24560818 1 -0.024207848
27 0.2463728 2 -0.077362956
27 0.2467163 3 0.0093872096
27 0.24762069 2 -0.044418139
27 0.24804325 3 0.0013136639
27 0.24818267 6 -0.015989358
27 0.24822045 1 -0.024938937
27 0.24848044 6 -0.018103524
27 0.25068005 1 -0.040020277
27 0.25194232 2 -0.031692636
27 0.25225725 1 -0.050676655
27 0.25284446 3 -0.040771677
27 0.25316801 6 -0.019612003
27 0.25380831 6 -0.022165678
27 0.25423798 1 -0.02137065
27 0.25426576 2 -0.017423851
27 0.25436443 2 -0.0074719388
27 0.25560118 2 -0.021905514
27 0.25660059 3 0.013215915
27 0.25980406 6 -0.019711231
27 0.26068879 1 -0.048556909
27 0.26085696 1 -0.023053323
27 0.26162861 6 -0.019582996
27 0.26216154 1 -0.0019382889
27 0.26346967 1 -0.014142748
27 0.26374523 3 -0.047822811
27 0.26421182 6 -0.019223931
27 0.26529337 1 -0.049994277
27 0.26544204 4 -0.011079507
27 0.26568089 2 0.0038910784
27 0.26596172 3 -0.018400153
27 0.26642111 2 -0.0094380121
27 0.26735217 1 -0.0073293316
27 0.26752455 6 -0.017650818
27 0.26831417 4 -0.015363341
27 0.26835308 6 -0.016803515
27 0.26843012 2 -0.019293197
27 0.26881092 3 -0.016756698
27 0.26899863 6 -0.015771125
27 0.26929734 6 -0.016769891
27 0.26932609 2 -0.022683808
27 0.27002851 2 -0.020692956
27 0.27004613 1 0.009287767
27 0.27009168 6 -0.017611579
27 0.27013405 1 -0.0091863859
27 0.27015261 4 -0.016308434
27 0.27028272 2 -0.037599627
27 0.2703342 1 -0.0064688117
27 0.27040931 2 -0.010154916
27 0.27056351 4 -0.012263953
27 0.27062336 5 -0.0060574887
27 0.27076593 4 -0.013132311
27 0.27083774 4 -0.013018258
27 0.27094252 4 -0.014656395
27 0.27097769 4 -0.016262285
27 0.27116707 5 -0.033538342
27 0.271376 5 -0.034325419
27 0.27144028 1 -0.030494489
27 0.27161607 2 -0.0042585878
27 0.27165139 1 -0.015661503
27 0.27210781 1 -0.01241427
27 0.27222117 4 -0.011873906
27 0.27237982 6 -0.017780451
27 0.27238164 4 -0.014713755
27 0.2724298 6 -0.017790705
27 0.27243224 6 -0.018060415
27 0.2725979 4 -0.014799052
27 0.27272383 2 -0.0067659168
27 0.27286072 4 -0.015744059
27 0.27291945 4 -0.013670773
27 0.27295309 6 -0.017039404
27 0.272977 6 -0.017960301
27 0.27324641 6 -0.017082883
27 0.27331899 6 -0.018512447
27 0.27354993 4 -0.016608602
27 0.27358657 5 -0.017380977
27 0.27358798 5 -0.030363608
27 0.27369984 6 -0.012533071
27 0.27380443 6 -0.015984386
27 0.2738869 6 -0.015061284
27 0.2739191 6 -0.016255398
27 0.27393067 6 -0.017891679
27 0.27395632 6 -0.018852136
27 0.27427993 4 -0.016100295
27 0.27431776 4 -0.017516463
27 0.27434336 4 -0.016999557
27 0.27434638 6 -0.01737258
27 0.27436079 6 -0.01751737
27 0.27439127 6 -0.016506532
27 0.27443779 5 -0.065376664
27 0.27457999 4 -0.017550391
27 0.2747283 4 -0.014904149
27 0.27498125 6 -0.01696922
27 0.27501577 6 -0.016701014
27 0.27504266 5 -0.023412124
27 0.27517079 6 -0.016737088
27 0.27526941 4 -0.018388133
27 0.27528998 6 -0.016943636
27 0.27529224 6 -0.017031907
27 0.27531603 6 -0.018624391
27 0.27534849 6 -0.018987795
27 0.27538277 5 -0.023310911
27 0.27540246 6 -0.017112775
27 0.27546687 5 -0.021767197
27 0.27549277 5 -0.023184791
27 0.27561198 4 -0.016508026
27 0.27569941 5 -0.022066914
27 0.27570921 5 -0.017982508
27 0.27574845 4 -0.016037589
27 0.27576924 5 -0.013814389
27 0.27586268 5 -0.020709958
27 0.27591819 5 -0.018486352
27 0.27602984 4 -0.016991255
27 0.27607667 5 -0.027136767
27 0.27610493 5 -0.020150292
27 0.27612225 5 -0.018618422
27 0.27613148 4 -0.014084829
27 0.27615321 5 -0.018582346
27 0.27618725 5 -0.011253702
27 0.27622203 5 -0.018775188
27 0.27625284 5 -0.017428474
27 0.27626812 4 -0.013201068
27 0.27631656 5 -0.015386661
27 0.27636227 6 -0.016860456
27 0.27643007 5 -0.015864819
27 0.27644277 5 -0.016219016
27 0.27647861 6 -0.01715386
27 0.27651666 5 -0.016758165
27 0.2765508 4 -0.01623138
27 0.27656049 5 -0.018076384
27 0.27662001 6 -0.017140885
27 0.27666952 3 -0.01770273
27 0.27667905 4 -0.01687293
27 0.27670029 4 -0.016663298
27 0.27674567 6 -0.016989617
27 0.27676607 4 -0.017198818
27 0.27682318 6 -0.016537038
27 0.27686936 5 -0.016575785
27 0.27688012 5 -0.018878067
27 0.27690169 4 -0.017565114
27 0.27692481 4 -0.016379499
27 0.27692534 6 -0.017981583
27 0.27693548 5 -0.011099149
27 0.2769478 5 -0.024997853
27 0.27694833 4 -0.017455088
27 0.27698042 4 -0.01636789
27 0.27699358 5 -0.018879667
27 0.27701289 6 -0.01732729
27 0.27707068 6 -0.01850945
27 0.27711575 5 -0.022718678
27 0.27712611 4 -0.017014427
27 0.27712772 4 -0.017145037
27 0.27713397 4 -0.016440323
27 0.27717515 5 -0.016800059
27 0.27718242 5 -0.017877721
27 0.27718464 6 -0.017764107
27 0.27721706 6 -0.017168005
27 0.27722348 6 -0.017358644
27 0.27724746 6 -0.016019695
27 0.27725269 5 -0.015754744
27 0.27730095 5 -0.015993721
27 0.27731469 6 -0.016959634
27 0.27731838 5 -0.016813149
27 0.27737757 5 -0.013297714
27 0.27741447 4 -0.017353321
27 0.27743094 4 -0.015643287
27 0.27744405 4 -0.017989376
27 0.27748008 5 -0.01711812
27 0.27751354 6 -0.016147393
27 0.27752978 5 -0.020663509
27 0.2776073 5 -0.022312605
27 0.27760762 4 -0.017442877
27 0.27764167 5 -0.016895883
27 0.27768305 5 -0.021162545
27 0.2777386 5 -0.016597723
27 0.27779827 5 -0.015101514
27 0.27781516 5 -0.016905954
27 0.27791364 5 -0.020981205
27 0.27795186 4 -0.018035918
27 0.27802878 4 -0.015717983
27 0.27802932 5 -0.014771515
27 0.27806573 6 -0.017431277
27 0.2781359 4 -0.018466449
27 0.27817755 5 -0.015467318
27 0.27821857 5 -0.022407065
27 0.27826652 4 -0.015613489
27 0.27827448 5 -0.014037867
27 0.27832688 4 -0.01850033
27 0.27835424 6 -0.016345217
27 0.27836107 5 -0.015668108
27 0.27838905 6 -0.017168551
27 0.27841812 5 -0.016270548
27 0.27849184 4 -0.017278061
27 0.27852672 4 -0.018991308
27 0.27852851 5 -0.0074846938
27 0.27855783 4 -0.019414794
27 0.2785596 5 -0.018445921
27 0.2785622 5 -0.014971728
